,street_address,city,state,zip_code,longitude,latitude,family_id
758,842 Brown Alley,Washington,DC,20011,-77.037633,39.066881,rmjZVcrZZb
759,4441 Burke Mountain Apt. 407,Washington,DC,20011,-77.011597,39.045622,kKPMEPZpbx
760,5637 Dalton Trail Apt. 573,Washington,DC,20001,-77.068023,38.947414,ntSOKBDrMt
761,1109 Erickson Row Apt. 462,Washington,DC,20001,-77.063644,38.935651,meEsxldFyB
762,99448 Jennifer Ridges Apt. 383,Washington,DC,20011,-77.037193,39.044964,yKXwWvbdlH
763,723 Garcia Way,Washington,DC,20011,-77.02209,39.020472,EdiPlOwjSs
764,2148 Mary Ways,Washington,DC,20001,-77.071494,38.944415,qmbJvtSlYq
765,9562 Powers Mount Suite 604,Washington,DC,20011,-77.033276,39.023988,zoiqxmCWXn
766,611 Jeremy Dale Suite 940,Washington,DC,20011,-77.038168,39.060353,roJltJVOgv
767,4246 Wilson Row Suite 365,Washington,DC,20011,-77.058946,39.069558,HYRkfVUily
768,0372 Harrison Viaduct,Washington,DC,20011,-77.088156,39.020856,FwCoQJquuS
769,96325 Miller Orchard Apt. 975,Washington,DC,20011,-77.083325,39.048823,AxmoEjXlLh
770,193 Martinez Passage,Washington,DC,20011,-77.051929,39.056204,NqaHXNjreb
771,29678 Brittany Corner,Washington,DC,20001,-77.028328,38.947924,XTgcmztALN
772,152 Elizabeth Brook,Washington,DC,20011,-77.081527,39.048488,SAmhBlgpby
773,4709 Teresa Forks Apt. 632,Washington,DC,20011,-77.019199,39.022343,ZeHsYvqcXR
774,529 Moses Causeway Apt. 962,Washington,DC,20001,-77.057707,38.985235,YmfWDASHRv
775,6718 Scott Haven Suite 980,Washington,DC,20001,-77.085938,38.919103,luhKpyVpfY
776,0348 Shannon Hollow,Washington,DC,20011,-77.089089,39.021817,vnlZOCGrbu
777,683 Christopher Via Suite 263,Washington,DC,20001,-77.052995,38.96213,xDtQADFiRk
778,31176 Ewing Mission Suite 025,Washington,DC,20011,-77.066112,39.061644,VWSAVCkdNk
779,82867 Frazier Prairie Suite 765,Washington,DC,20011,-77.023176,39.05659,OLKDgpHlbW
780,8226 Jamie Radial,Washington,DC,20011,-77.067546,39.0451,vbQmSRzfwt
781,22022 Wilson Street,Washington,DC,20001,-77.0251,38.961092,bivtDwzjDH
782,476 Mccormick Shore Suite 743,Washington,DC,20001,-77.050649,38.912539,daelqjtciT
783,18466 Wise Via Suite 460,Washington,DC,20011,-77.081728,39.070429,wKsPNQKNOH
784,530 Vanessa Curve,Washington,DC,20011,-77.075846,39.065508,uuaEodTYRq
785,531 Sanford Harbors Suite 996,Washington,DC,20011,-77.055385,39.079676,SwduCoEOQp
786,73548 Oliver Road Apt. 269,Washington,DC,20001,-77.048928,38.930082,AEzoVoWJvH
787,4522 Macias Flat Apt. 072,Washington,DC,20001,-77.018739,38.949528,gUuRxezcjI
788,295 Henry Union Suite 685,Washington,DC,20011,-77.013321,39.054714,TJsaTdeUzM
789,055 Monica Grove Apt. 558,Washington,DC,20011,-77.040561,39.081445,rwetiOrhVy
790,1186 Eric Mountain,Washington,DC,20001,-77.050858,38.91103,UANZniTxWL
791,498 Crane Club Suite 121,Washington,DC,20011,-77.044575,39.047296,lVyrPYdpbu
792,36883 Joseph Run,Washington,DC,20011,-77.033401,39.064424,PJpOaMYwNu
793,792 Patrick Viaduct Apt. 555,Washington,DC,20011,-77.025058,39.020842,ydjvbKNWMl
794,55117 Erickson Divide,Washington,DC,20011,-77.081463,39.023394,lQvOnUtrpE
795,1211 Young Rue Suite 970,Washington,DC,20011,-77.048042,39.051981,vLPUdhqJCc
796,82904 Hoffman Lodge Suite 517,Washington,DC,20001,-77.025599,38.961449,FiKCPcfgec
797,099 Lisa Shore Apt. 178,Washington,DC,20011,-77.061627,39.059966,OPUkMdXnPa
798,53117 Danielle Lock Suite 744,Washington,DC,20011,-77.051808,39.042479,qCeBIUfvNk
799,22935 Keith Manor,Washington,DC,20011,-77.053282,39.061164,gQiKptIwVf
800,91248 Heather Points Suite 961,Seaford,DE,19973,-75.617953,38.775154,RYcTNDDNdq
801,354 Anderson Gateway,Rehoboth Beach,DE,19971,-75.183871,38.74964,FkxsjygOoS
802,7032 Brittany View Apt. 894,New Castle,DE,19720,-75.673543,39.770761,ztuwljFfFD
803,4050 Ray Turnpike Suite 653,Seaford,DE,19973,-75.637099,38.752279,TGfDxUWNoo
804,9766 Howell Cliffs Apt. 876,Rehoboth Beach,DE,19971,-75.180645,38.783461,ALVwYpHPuG
805,0501 Myers Ramp,Rehoboth Beach,DE,19971,-75.119594,38.773738,yRWGERpeeo
806,557 Michelle Turnpike,Milford,DE,19963,-75.428888,38.969446,uUXQbyEReV
807,595 Walker Pass,Dover,DE,19901,-75.63237,39.265898,CrQJgEmINo
808,8472 Todd Estates,Seaford,DE,19973,-75.649205,38.714567,euruFfYmIq
809,189 Russell Inlet Suite 096,Wilmington,DE,19808,-75.625678,39.776771,hGauBKFLyb
810,48586 Thompson Square,Camden,DE,19934,-75.560935,39.11306,zRvAhkNMdi
811,35214 Payne Plains Apt. 501,Middletown,DE,19709,-75.712959,39.449391,fKAoJUdeBc
812,6326 Kimberly Vista,Seaford,DE,19973,-75.676837,38.710038,fxhiQYHhlx
813,9656 Valencia Lodge,Middletown,DE,19709,-75.758783,39.471749,sKQBOVJbAa
814,978 Joseph Camp Suite 638,New Castle,DE,19720,-75.630714,39.722908,oWhVvPyTkV
815,57283 Anthony Place,Camden,DE,19934,-75.527263,39.166122,OAVxMAXXpB
816,889 Mays Mills,New Castle,DE,19720,-75.61391,39.748539,VkWtPqnBNE
817,393 Lyons Land Suite 873,Georgetown,DE,19947,-75.459713,38.724668,uKfZuRESEV
818,31957 Justin Loop Suite 708,Dover,DE,19901,-75.652038,39.243491,UYvsAOiNKr
819,332 Paul Dale,Rehoboth Beach,DE,19971,-75.126507,38.785644,vXScctQUkq
820,29382 Victoria View Apt. 085,Camden,DE,19934,-75.550551,39.126417,MaXMEermXf
821,61820 Angela Junction Apt. 405,Camden,DE,19934,-75.538993,39.133263,OVNDankaaD
822,091 Mary Vista,Middletown,DE,19709,-75.779092,39.421508,mDqmTUZjiY
823,98066 Turner Stream Suite 881,Seaford,DE,19973,-75.611303,38.722965,XCoApjWynL
824,213 Matthew Shores Apt. 718,Milford,DE,19963,-75.412219,38.910554,rxVfNbCJWu
825,59363 Katie Rue,Seaford,DE,19973,-75.684095,38.787727,VwTSTaLsmI
826,6398 Theresa Ports Apt. 218,Middletown,DE,19709,-75.728413,39.454126,EnSWUhkRqk
827,9119 Jacqueline Ford,Rehoboth Beach,DE,19971,-75.123075,38.781643,vuirdFuwVr
828,930 Brock Plain,Middletown,DE,19709,-75.721841,39.488101,eUHiFiSEgj
829,27870 Alexis Wells Apt. 856,Georgetown,DE,19947,-75.467278,38.734943,TdGMafcNaF
830,40868 Caitlin Underpass,Camden,DE,19934,-75.557261,39.127307,ypQhRXwkdG
831,21437 Jennifer Trail Apt. 298,Middletown,DE,19709,-75.757925,39.475069,phZKPQYVVK
832,908 Michael Inlet Apt. 725,New Castle,DE,19720,-75.643008,39.752152,veiCMXJbja
833,97469 Wyatt Passage Suite 527,Georgetown,DE,19947,-75.467315,38.757943,QeJsJucxhV
834,66393 Price Ramp,Camden,DE,19934,-75.580973,39.117485,KXQAHSSBlL
835,553 Angela Wells,Rehoboth Beach,DE,19971,-75.120728,38.736708,dQlicVvnOD
836,5611 Lindsey Neck Suite 504,Camden,DE,19934,-75.567092,39.174523,RNXmmJLLca
837,9499 Amy Alley,Dover,DE,19901,-75.634998,39.283206,GjVhshBsLm
838,1991 Gross Turnpike Suite 688,Milford,DE,19963,-75.455297,38.937226,eYTODetkbe
839,2586 Hicks Oval Apt. 052,Camden,DE,19934,-75.559548,39.130057,WlyeGZikUY
840,5860 Delgado Isle Suite 795,Seaford,DE,19973,-75.617208,38.730426,cDyApSUJDz
841,16916 Alexa Rapid Suite 410,Milford,DE,19963,-75.463784,38.925643,Bjrxkllpjk
842,1299 Benton Corner Apt. 216,New Castle,DE,19720,-75.669101,39.7861,uAuvbuvYAK
843,50850 Alvarez Locks,Seaford,DE,19973,-75.6636,38.739414,dJdwgHUhsz
844,22375 Rose Street,Camden,DE,19934,-75.582746,39.167956,BvXOfHWTCy
845,9183 Brett Passage Suite 846,Dover,DE,19901,-75.670548,39.238362,tuqZhvhiRD
846,53622 Johnson Track Suite 849,Milford,DE,19963,-75.428857,38.985395,ZfDCPzDfnC
847,8609 Rodriguez Tunnel Suite 732,Camden,DE,19934,-75.524469,39.142307,cPxpOtxyUy
848,322 Smith Creek,Dover,DE,19901,-75.639801,39.241036,VnIPrFzUGL
849,336 Graham Way Apt. 805,Camden,DE,19934,-75.580147,39.180992,SsOJTzaHzp
850,892 Acosta Springs Apt. 263,Seaford,DE,19973,-75.678066,38.775742,ggTqbknwEH
851,50662 Hull Circles,Middletown,DE,19709,-75.729883,39.46587,WUCaLktqtA
852,709 Sarah View,New Castle,DE,19720,-75.666914,39.748859,RtDBkmWzKx
853,2724 Beasley Park Suite 231,Dover,DE,19901,-75.62169,39.284264,rNAlvvmNlr
854,51111 Crawford Drive,Camden,DE,19934,-75.551308,39.172541,VIZVrWQLio
855,8222 Sarah Mills Suite 247,Milford,DE,19963,-75.418766,38.926055,BTydGlMGLr
856,089 Myers Pine,Wilmington,DE,19808,-75.66998,39.786982,zGfSOwqwIb
857,4638 Joseph Valleys Suite 744,Camden,DE,19934,-75.575311,39.129677,IakTyjLXiM
858,3323 Swanson Ways,New Castle,DE,19720,-75.631381,39.727485,SUtUfBhpBB
859,7113 Andrew Ford,Seaford,DE,19973,-75.648136,38.731607,HkDCibXyqM
860,77609 Theresa Dam,Seaford,DE,19973,-75.615285,38.719224,SSNoNKlNFb
861,57463 Spence Shoal Suite 748,Seaford,DE,19973,-75.661745,38.772607,UpAbCtQbyO
862,52573 Mcneil Ports,Dover,DE,19901,-75.65992,39.249702,MrDXukFMZT
863,70901 Elizabeth Roads Apt. 957,Camden,DE,19934,-75.560922,39.121162,auEecGgrAh
864,928 Matthew Station Suite 477,Seaford,DE,19973,-75.630866,38.720324,PsceUSgdYN
865,005 Serrano Course Apt. 303,Seaford,DE,19973,-75.631313,38.719586,TKUdJjQWDm
866,270 Schultz Pass Apt. 009,Dover,DE,19901,-75.61285,39.211487,kukxgIpqcS
867,815 Williams Meadow Suite 300,Milford,DE,19963,-75.445375,38.91785,vGfvGfamMW
868,7794 Peterson Landing,Wilmington,DE,19808,-75.665247,39.780312,FujJTQETbi
869,336 Rebecca Viaduct Apt. 008,Georgetown,DE,19947,-75.477962,38.732667,TjrQyIPwAS
870,973 Becker Rapids,New Castle,DE,19720,-75.637025,39.741476,kZlQtpTKRe
871,2715 Gonzalez Viaduct,Dover,DE,19901,-75.683758,39.275127,fEjLAFyteJ
872,27490 Meyer Expressway Suite 029,Middletown,DE,19709,-75.780451,39.449379,WORCxdOufS
873,5281 Marvin Fields Suite 920,Seaford,DE,19973,-75.685606,38.784813,tzxUVNchtZ
874,970 Chad Streets Suite 144,Georgetown,DE,19947,-75.469389,38.763353,SfmoXZBqEu
875,0107 Michael Forge,Seaford,DE,19973,-75.657387,38.764,gglPKDFLBW
876,217 Jordan Ranch Apt. 033,New Castle,DE,19720,-75.677135,39.731955,ChQnnvhCgv
877,19909 Brown Well Suite 204,Wilmington,DE,19808,-75.672029,39.766718,fTAfIWbVzL
878,9397 Carr Summit Suite 275,Seaford,DE,19973,-75.670918,38.719031,YyDMShhHqZ
879,3983 Ashley Unions,Milford,DE,19963,-75.466502,38.94836,IgRZuovzOu
880,2307 Mcdonald Passage Apt. 955,Wilmington,DE,19808,-75.621783,39.773517,XPyjEpwlKR
881,969 Douglas Circle Suite 159,Middletown,DE,19709,-75.745606,39.45557,IPgxkGHfEQ
882,4966 Daniel Canyon Apt. 536,Middletown,DE,19709,-75.750487,39.485551,NzmHHFBoGk
883,528 Renee Cove Suite 213,New Castle,DE,19720,-75.625208,39.736961,RhqpSKsbOU
884,54630 Calvin Rapids Suite 362,Rehoboth Beach,DE,19971,-75.14186,38.786352,ewVJsNgcmU
885,728 Stanley River Suite 106,New Castle,DE,19720,-75.626574,39.764704,AviXYoFHVR
886,5629 Brown Stravenue,Camden,DE,19934,-75.547139,39.13245,mgcrRTVUxL
887,34799 Harrison Valley Suite 367,Milford,DE,19963,-75.463714,38.983327,dLeOrTCUyk
888,098 Nicole Spur Apt. 376,Seaford,DE,19973,-75.621925,38.761662,uJhDMJlZpP
889,76766 Melinda Tunnel Apt. 670,Rehoboth Beach,DE,19971,-75.153821,38.738216,tArJHOGRXM
890,055 Kelley Lock,Milford,DE,19963,-75.451148,38.985401,ogIEzAuvHP
891,0083 Raven Shore Apt. 613,Middletown,DE,19709,-75.735834,39.437181,TaJBzkxfOe
892,04435 Jesse Center Apt. 291,Camden,DE,19934,-75.530576,39.130851,cqdESzAguv
893,5627 Keith Isle,Milford,DE,19963,-75.464503,38.963722,gUYCuIoOhG
894,18946 William Estates,Seaford,DE,19973,-75.680536,38.751664,AmxIPZwLVi
895,3598 Horton Heights Suite 951,Dover,DE,19901,-75.658334,39.285015,ZKeujjtabB
896,95426 White Summit Suite 404,Camden,DE,19934,-75.510413,39.159689,HliQFVHkNb
897,27547 Ashley Ferry,Wilmington,DE,19808,-75.625371,39.739463,LgULgsnAwK
898,284 West Mountains Apt. 259,Seaford,DE,19973,-75.615244,38.750434,EHnbBLodom
899,613 Marsh Row,Dover,DE,19901,-75.629148,39.282489,mxcQkWTnaS
900,339 Garrett Springs,Tampa,FL,33611,-82.582101,27.976491,YTPcuCPgMh
901,69934 Jordan Prairie Suite 623,St Petersburg,FL,33708,-82.853335,27.851892,NKVkgHLAHX
902,03764 William Court,Coral Springs,FL,33076,-80.325621,26.380358,bnCDnpvyXi
903,167 George Ports,Orlando,FL,32837,-81.4199,28.444308,SQaMpfdEjw
904,45989 James Ridges Suite 189,Okeechobee,FL,34974,-80.814018,27.285449,OKBpQDtETY
905,40926 Jasmine Brook,Jacksonville,FL,32218,-81.674808,30.564451,PBdbLjgWQZ
906,31467 Kristy Burg,Jacksonville,FL,32224,-81.569359,30.314496,JVVWSONgXE
907,8086 Schwartz Shores Suite 467,Pensacola,FL,32507,-87.347721,30.453093,fDsaolRreW
908,894 Kevin Views Suite 250,Margate,FL,33063,-80.268347,26.248092,CCSTHUcxJo
909,093 Jennifer Springs Suite 074,Arcadia,FL,34266,-81.868063,27.218687,hkEjlmAAoW
910,7902 Gilbert Overpass Apt. 937,Coral Springs,FL,33067,-80.388882,26.370855,PfMMOUByHc
911,905 Webb Mill Suite 337,St Petersburg,FL,33713,-82.750177,27.812795,hwHabYunpq
912,7072 Lane Islands,Homestead,FL,33033,-80.578341,25.513854,UoWmhvjzyy
913,2752 Patricia Mission Apt. 088,Okeechobee,FL,34974,-80.813169,27.261868,qMuDIXjynR
914,3888 Rhodes Fords,Dunnellon,FL,34432,-82.550027,29.15305,CColetKkrm
915,56503 Amber Corner,Sanford,FL,32773,-81.355461,28.844719,BtmmmLYUKD
916,020 James Isle Suite 133,Hialeah Gardens,FL,33018,-80.486452,25.983774,NpuWpMnnyC
917,9825 Shawn Gardens,Jacksonville,FL,32223,-81.645222,30.217518,CbGDZrTTWX
918,131 Campbell Lights,Port Charlotte,FL,33948,-82.122771,27.070525,CbKRLEZqjJ
919,7079 Flynn Oval,Venice,FL,34293,-82.431683,27.051135,YjMsNlaQfO
920,632 Holly Rapid Apt. 280,Lauderdale Lakes,FL,33313,-80.223795,26.213887,tzkAaiejBj
921,05896 Sandra Land Suite 563,Palm Harbor,FL,34684,-82.779841,28.124865,kiavqmHyex
922,35351 Webb Hill Suite 075,Saint Cloud,FL,34772,-81.376045,28.283542,NtzKBhEYBk
923,574 Catherine Lights,Brandon,FL,33511,-82.384576,27.981612,ziqeBZUUHL
924,411 Curry Spur,North Lauderdale,FL,33068,-80.254211,26.245538,LXgASAUhPj
925,6379 Horne Bypass Apt. 862,Saint Cloud,FL,34769,-81.350207,28.368383,AtfbLaNoJs
926,34485 Amanda Port Apt. 988,Tallahassee,FL,32312,-84.281295,30.528308,OxnAThSajE
927,22824 Keith Lodge,Brandon,FL,33511,-82.362741,27.970069,UBiAygvKSR
928,99798 Victoria Trail,Kissimmee,FL,34744,-81.462627,28.320904,uuyrMLIQGi
929,26513 Donna Causeway,Pensacola,FL,32534,-87.381926,30.559349,ALRBTjeWJm
930,80296 Young Fork Apt. 657,Lake Worth,FL,33467,-80.158202,26.64793,nkNMyLMkvR
931,300 Donald Flats,Lake Worth,FL,33467,-80.172232,26.618984,gBDtmFULoW
932,048 Andrea Islands,The Villages,FL,32162,-82.078431,28.956283,lYyYKztrYP
933,7938 Matthew Court Suite 211,Florida City,FL,33034,-80.514685,25.557538,JsCDcsonyn
934,71270 Sabrina Park,New Port Richey,FL,34654,-82.737465,28.359266,dmpYNXuGmC
935,9280 Ruiz Flats Apt. 500,Port Orange,FL,32127,-81.012152,29.148217,YgxCvryiwY
936,28926 Samuel Vista,Hialeah,FL,33012,-80.33874,25.959818,QsMVsIBzBK
937,226 Austin Fields Apt. 368,Winter Springs,FL,32708,-81.382389,28.611743,NOKtCxEXBa
938,68167 Avila Glens,Orlando,FL,32819,-81.429681,28.484097,DOVTJiDYmw
939,62071 Anna Common Suite 494,Crestview,FL,32536,-86.632431,30.731129,fKzluEXVoJ
940,4175 Tiffany Landing,Davie,FL,33328,-80.378741,26.139228,ENgMqCJffc
941,35795 Walker Corners Suite 160,Bradenton,FL,34202,-82.52384,27.473693,beDqmSuBIe
942,3234 Sonya Greens Apt. 398,Punta Gorda,FL,33950,-82.021889,26.973144,FBGprFrkVP
943,29983 Monroe Knoll,Tampa,FL,33634,-82.668385,28.032716,ZRZdcQLvww
944,4143 Beth Well,Margate,FL,33063,-80.221556,26.255189,JmVOHPNjsx
945,17691 Adkins Forges,Tallahassee,FL,32317,-84.275002,30.519433,RqBOooggrA
946,00154 Crystal Knoll Suite 389,Lakeland,FL,33803,-82.038815,28.018052,jntuyMSiGd
947,6867 Edward Bypass Suite 950,Bradenton,FL,34210,-82.630029,27.514353,JZzsIpDlgQ
948,82011 Brian Lodge,Tampa,FL,33610,-82.417462,28.040733,YMwimAfkug
949,62153 Lloyd Falls Apt. 588,Tampa,FL,33604,-82.581744,28.059853,vYUGtfhYEV
950,8891 Simon Gateway,Orlando,FL,32837,-81.440268,28.422483,ULBjOGrrDj
951,05592 Gonzalez Ridge,Davie,FL,33328,-80.341043,26.174832,ilArwabvwP
952,3443 Johnston Shores Suite 601,Clermont,FL,34711,-81.742902,28.521586,tjjbfXBkPZ
953,18149 Garrett Land,Punta Gorda,FL,33950,-82.070137,26.926712,aEETcideTZ
954,6989 Matthew Islands Apt. 641,Tampa,FL,33618,-82.513364,28.111726,zEJcpCZqYc
955,4415 Mcguire Street Apt. 530,Boynton Beach,FL,33435,-80.164206,26.551981,tuXHSATsTi
956,943 Fleming Freeway,Daytona Beach,FL,32117,-81.152078,29.23341,WuQtqQnrCC
957,338 Simpson Plain,Orlando,FL,32835,-81.573494,28.536638,YfVSXHGPig
958,7031 Morse Court Apt. 926,Margate,FL,33063,-80.233437,26.219079,MDEWPwjSLt
959,8933 Savannah Highway,Tamarac,FL,33321,-80.338398,26.228476,YtBFubeZUc
960,87822 Melissa Mill,Mount Dora,FL,32757,-81.710854,28.825563,soTgzFqvWI
961,16564 Alexandria Valleys,Pinellas Park,FL,33781,-82.778547,27.861535,iOBhOxRCXF
962,8297 Chloe Corner,Pinellas Park,FL,33781,-82.782485,27.877731,sdMGisPYBg
963,125 David Pass Suite 550,New Smyrna Beach,FL,32168,-81.047814,29.06202,KNxXDBshzp
964,57097 Jeremy Junctions,Clearwater,FL,33765,-82.778442,28.063717,NoOOAizJNj
965,083 Evans Avenue Apt. 659,Palm Springs Village,FL,33406,-80.168941,26.775801,WhAczUYrqC
966,675 Moses Wall Suite 061,Lake Worth,FL,33449,-80.260579,26.678394,WzCLpLGSPH
967,9319 Brandon Knolls,Osprey,FL,34229,-82.547152,27.248482,NqrSCBlQIy
968,734 Baker Shoal Suite 653,Boynton Beach,FL,33436,-80.175741,26.527539,nuQyivyxWR
969,25561 Rachel Plains,Coral Springs,FL,33071,-80.324546,26.232714,nrgvNukAhD
970,23928 Miranda Rapid,Margate,FL,33063,-80.24955,26.274633,MeYRiLZNze
971,206 Adam Loaf Suite 030,Quincy,FL,32351,-84.634919,30.671561,lKkrdQyxUe
972,82444 Melissa Plain,Tampa,FL,33606,-82.527178,27.945934,CUFhOnVOQD
973,6590 Sarah Common,Sarasota,FL,34233,-82.524649,27.330766,iLDqSctvfQ
974,25559 Everett Passage Apt. 284,Leesburg,FL,34748,-81.93229,28.878882,HIixXBaDms
975,58595 Rivera Point,Bradenton,FL,34203,-82.530341,27.437608,MRaKAVFseK
976,9928 Martin Viaduct Apt. 365,Port Charlotte,FL,33983,-82.034459,27.081629,srZLdAwnFx
977,0853 Scott Green,Bartow,FL,33830,-81.85343,27.975253,kbxgpYmMDX
978,1890 West Valleys Suite 372,Dunnellon,FL,34432,-82.535912,29.141408,BZeUQRxEIH
979,9352 Mary Trail,Fort Myers,FL,33966,-81.868554,26.6483,mKthtzWZlu
980,26491 Alison Loop Apt. 133,Jupiter,FL,33458,-80.168321,26.953726,bkdKBvMsTC
981,63079 Bradley Locks,Coral Springs,FL,33067,-80.361099,26.344633,ahHkruFMUg
982,75669 Jorge Knolls,Apopka,FL,32703,-81.586277,28.64903,QzktznXvYR
983,5294 Hannah Crossroad,Brandon,FL,33511,-82.32257,27.947977,jJeZfDVQzw
984,641 Patrick Glen Apt. 128,Pensacola,FL,32506,-87.463691,30.433895,tESIhkLnVn
985,573 Jackson Port,Daytona Beach,FL,32117,-81.115158,29.23773,hZTuejtspS
986,6490 Patrick Cove,Plantation,FL,33322,-80.319075,26.180306,dfXhYrmMvo
987,22413 Kathleen Alley Suite 243,Orlando,FL,32819,-81.533574,28.467854,casLUAjLjA
988,04945 Clark Route,Bradenton,FL,34203,-82.528609,27.480609,vLGcUcHlFm
989,1591 Estrada Mountain,Pensacola,FL,32526,-87.337481,30.57479,hPwnHRGjex
990,823 Robert Run Suite 094,Sunrise,FL,33351,-80.337861,26.262114,dQTKZxKapc
991,654 Anna Station,Boynton Beach,FL,33436,-80.186517,26.519076,juciWBTBAR
992,907 Glenn Garden,Port Orange,FL,32129,-81.055282,29.164533,SwZGGTbLFU
993,9441 Amy Well,Oldsmar,FL,34677,-82.717994,28.049542,GGsCZhLjZv
994,325 Michael Crest,Orlando,FL,32825,-81.356001,28.569144,MXGYkPbjzI
995,4270 Patel Square,Pensacola,FL,32506,-87.421233,30.482235,gwvujihweN
996,02054 Deborah Garden,Valrico,FL,33596,-82.263376,27.922504,vmSRBOCWrz
997,18126 William Rapids,Jacksonville,FL,32223,-81.623722,30.2233,UqfmzuaDVF
998,2868 Larsen Inlet,Live Oak,FL,32060,-83.045119,30.35586,RQyNuOOllC
999,167 Eric Drives Suite 953,Niceville,FL,32578,-86.584674,30.574631,DsqMCwxWqi
1000,911 Sanchez Manor Apt. 806,Savannah,GA,31410,-81.014837,32.020644,fqxgQYXXrm
1001,896 Alison Path,Morrow,GA,30260,-84.369743,33.678316,IGnAccXvjG
1002,388 Hammond Rapids,Stone Mountain,GA,30083,-84.269562,33.816325,VRqLUYOkLl
1003,445 Craig Rapid,Warner Robins,GA,31088,-83.617646,32.657147,UdthzyjgGK
1004,385 Casey Forge,Blue Ridge,GA,30513,-84.372035,34.943028,MkNYzeqhcM
1005,001 Lee Crossing Apt. 978,Dunwoody,GA,30360,-84.386108,33.952461,wFcHnJPUFd
1006,53141 Reeves Light,Atlanta,GA,30314,-84.457216,33.87547,jTQTNFFkux
1007,4961 Bell Highway,Holly Springs,GA,30115,-84.580171,34.238804,qRXERClkLD
1008,65043 Jessica Estate Suite 839,Marietta,GA,30060,-84.567159,33.987586,lmVmWxvSBQ
1009,744 John Square Suite 167,Jesup,GA,31545,-81.921442,31.644781,hYEpBhgyEd
1010,08844 Brown Summit Suite 687,Evans,GA,30809,-82.154618,33.536871,qjuKzAJdqV
1011,15884 Anthony Tunnel,Brunswick,GA,31520,-81.52494,31.210142,DzpBHyfiEq
1012,843 Justin Ports,Blue Ridge,GA,30513,-84.320008,34.956494,rLhwgqYLhi
1013,7653 Crystal Coves Suite 247,Clayton,GA,30525,-83.477681,34.915607,gZLdMmHBDb
1014,0970 Megan Crossing,Adel,GA,31620,-83.43894,31.158852,fvGKfMlMHL
1015,483 Rodriguez Way Apt. 493,Milledgeville,GA,31061,-83.364191,33.142901,UJJfvMhRZL
1016,308 Moore Extension,Pooler,GA,31322,-81.260723,32.122884,SpcpxYMlsM
1017,82279 Matthew Row,Columbus,GA,31904,-85.024189,32.584973,MEsJBhAiUa
1018,42457 Burns Inlet,Dalton,GA,30721,-84.975419,34.818601,fAYctdQMBk
1019,23540 Williams Divide Suite 997,Covington,GA,30014,-83.845457,33.667744,AjdOQavnhI
1020,58073 David Hollow Suite 330,Alpharetta,GA,30004,-84.387364,34.151196,pNCDIuyhyf
1021,6857 Karen Terrace Apt. 452,Blue Ridge,GA,30513,-84.358975,34.94523,qEEMGMBwjL
1022,078 Terrell Haven Suite 407,Lilburn,GA,30047,-84.117013,33.962706,ezRpRqxZYl
1023,00456 Christopher Bridge,Mcdonough,GA,30253,-84.275838,33.429928,HqKwtyEWuq
1024,543 Fox Field Suite 020,Saint Marys,GA,31558,-81.645942,30.812147,nOOpPNJaNT
1025,778 Lopez Landing Apt. 978,Marietta,GA,30008,-84.643217,33.981199,FJgPnpuBlP
1026,429 Hill Manors Suite 872,Winder,GA,30680,-83.880715,34.04627,byJTuPDKSt
1027,3009 Christopher Forge Apt. 139,Stone Mountain,GA,30083,-84.269077,33.88122,HqufHbfImS
1028,747 Abigail Ports,Cochran,GA,31014,-83.35583,32.413497,PLUJtyoojR
1029,857 Debra Port Suite 139,Winder,GA,30680,-83.858227,34.040728,NGONebmhnP
1030,502 Whitney Valley Apt. 376,Blue Ridge,GA,30513,-84.338556,34.928332,uINmyluPDC
1031,9085 Murray Fall,Tifton,GA,31793,-83.527253,31.467746,btMKfSOzRW
1032,64787 Ball Springs Suite 699,Camilla,GA,31730,-84.238176,31.211037,ScLKDhONYv
1033,751 Erica Hills Suite 370,Lithonia,GA,30038,-84.136567,33.771877,TQLjYOZeqm
1034,249 Morgan Wall Apt. 848,Augusta,GA,30909,-82.181706,33.570122,fhFGRUvZWt
1035,75402 Phillips Rapid Apt. 058,Saint Marys,GA,31558,-81.672842,30.846169,jMGlrVlJOR
1036,30844 Denise Green Apt. 203,Villa Rica,GA,30180,-84.959239,33.763796,eJNRbiSoZH
1037,30781 Isabel Crossroad,Grovetown,GA,30813,-82.242311,33.54191,lTJayhPYYA
1038,699 Schmidt Ramp Suite 704,Cornelia,GA,30531,-83.565469,34.513887,wZcCGuboFM
1039,97825 Ward Cliffs Apt. 385,Fayetteville,GA,30214,-84.47598,33.559702,HaxhWVdSLM
1040,88774 Pruitt Shoals,East Ellijay,GA,30540,-84.525615,34.789662,trROUddLGN
1041,7370 Benjamin Fords Suite 970,Eatonton,GA,31024,-83.475023,33.328368,CxnlAcKHoC
1042,795 Darlene Circles Apt. 021,Fort Oglethorpe,GA,30742,-85.25492,34.922628,BIZkZagyHj
1043,9008 John Turnpike Suite 918,Grovetown,GA,30813,-82.282499,33.538706,vKDYBZpOHE
1044,5333 Page Path Apt. 360,Ellenwood,GA,30294,-84.347065,33.635945,EUiIaWsQtX
1045,1167 Barker Cliffs Suite 379,Snellville,GA,30078,-84.05274,33.953462,IDyzPLhnBi
